id	title	authors	year	journal	abstract	doi	pubmedId	arxivId	pdfUrl	tags	researchLineage	articleType	featured	curationStatus	sourceCV	createdAt	updatedAt
3548	HAPPI-2: Constructing a Comprehensive Map of Human Annotated and Predicted Protein Interactions	Jake Y. Chen*, Ragini Pandey, and Thanh Nguyen	2017	BMC Genomics						["Bioinformatics","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.411+00:00	2026-03-30T12:25:47.411+00:00
3549	Cellular Signaling Pathways in Insulin Resistance-Systems Biology Analyses of Microarray Dataset Reveals New Drug Target Gene Signatures of Type 2 Diabetes Mellitus	Syed Aun Muhammad*, Waseem Raza, Thanh Nguyen, Baogang Bai, Xiaogang Wu, and Jake Chen*	2017	Frontiers in Physiology						["Drug Discovery","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.412+00:00	2026-03-30T12:25:47.412+00:00
3550	A Method for Identifying Discriminative Isoform-Specific Peptides for Clinical Proteomics Application	Fan Zhang and Jake Y. Chen*	2016	BMC Genomics						["Bioinformatics","Multi-omics","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.412+00:00	2026-03-30T12:25:47.412+00:00
3551	Proteomic characterization reveals that MMP-3 correlates with bronchiolitis obliterans syndrome following allogeneic hematopoietic cell and lung transplantation	Xiaowen Liu, Zongliang Yue, Jeffrey Yu, Etienne Daguindau, KushiKushekhar, Qing Zhang, Yuko Ogata, Philip Gafken, Yoshihiro Inamota, Adam Gracon, David Wikes, John Hansen, Stephanie Lee, Jake Y. Chen, and Sophie Paczesny*	2016	American Journal of Transplantation		10.1111/ajt.13891				["Bioinformatics","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.413+00:00	2026-03-30T12:25:47.413+00:00
3552	MicroRNA Expression Profiling of Human Respiratory Epithelium Affected by Invasive Candida infection	Syed Aun Muhammad, Nighat Fatima, Nawazish-i-Husain Syed, XiaogangWu, X. Frank Yang, and Jake Y. Chen*	2015	PLOS ONE						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.413+00:00	2026-03-30T12:25:47.413+00:00
3553	PAGER: Constructing PAGs and new PAG-PAG Relationships for Network Biology	Zongliang Yue, Madhura Kshirsagar, Thanh Nguyen, Chayaporn Suphavilai, Michael Neylon, Liugen Zhu, Timothy Ratliff, and Jake Y. Chen*	2015	ISMB/ECCB Special Issue						["Systems Biology","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.414+00:00	2026-03-30T12:25:47.414+00:00
3554	DMAP: A next-generation connectivity map database towards drug repositioning applications	Hui Huang, Thanh Nguyen, Sara Ibrahim, and Jake Y. Chen*	2015	MCBIOS ’						["Drug Discovery","Systems Biology","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.414+00:00	2026-03-30T12:25:47.414+00:00
3555	A Method for Developing Regulatory Gene Set Networks to Characterize Complex Biological Systems	Chayaporn Suphavilai, Liugen Zhu, and Jake Y. Chen*	2015	BMC Genomics						["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.415+00:00	2026-03-30T12:25:47.415+00:00
3556	Knowledge Discovery Using Big Data in Biomedical Systems	Sarath Chandra Janga, Dongxiao Zhu, Jake Y. Chen, and Mohammed J. Zaki	2015	IEEE/ACM Transactions on Computational Biology and Bioinformatics						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.415+00:00	2026-03-30T12:25:47.415+00:00
3557	SLDR: A Computational Technique to Identify Novel Genetic Regulatory Relationship	Zongliang Yue, Ping Wan, Hui Huang, Zhan Xie, and Jake Y. Chen*	2014	BMC Bioinformatics						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.416+00:00	2026-03-30T12:25:47.416+00:00
3558	Prioritizing Drug Targets in Clostridium botulinum with a Computational Systems Biology Approach	Syed Aun Muhammad, Safia  Ahmed, Amjad Ali, Hui  Huang, Xiaogang  Wu, X. Frank  Yang, Anam  Naz, Jake Y. Chen*	2014	Genomics						["Drug Discovery","Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.416+00:00	2026-03-30T12:25:47.416+00:00
3559	Pathway and Network Analysis in Proteomics	Xiaogang Wu, Mohammad Al Hasan, and Jake Y. Chen*	2014	Journal of Theoretical Biology						["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.416+00:00	2026-03-30T12:25:47.416+00:00
3560	Computational Identification of De-centric Genetic Regulatory Relationships from Functional Genomic Data	Zongliang Yue, Zhan Xie, Ping Wan, and Jake Y. Chen	2014	Lecture Notes in Bioinformatics						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.417+00:00	2026-03-30T12:25:47.417+00:00
3561	Seed-weighted Random Walk Ranking for Cancer Biomarker Prioritization: a Case Study in Leukemia	Tianxiao Huan, Xiaogang Wu, Zengliang Bai*, and Jake Y. Chen*	2014	International Journal of Data Mining and Bioinformatics						["Bioinformatics","Knowledge Networks","Precision Medicine","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.417+00:00	2026-03-30T12:25:47.417+00:00
3562	Genetic Variation Analysis of Hemagglutinin and Neuraminidase of Human Influenza A (H3N2) Virus in Hong Kong (1997-2006)	Shubo Zhang, Jake Y. Chen, Jianan Rao, Shanghong Zhang, Daniel Wai Tin Chan, Guanghua Liu, Yang Xu, and Miao He	2014	African Journal of Microbiology Research						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.418+00:00	2026-03-30T12:25:47.418+00:00
3563	Network Medicine: Finding the Links to Personalized Therapy	Jake Y. Chen, Micheline Piquette-Miller, and BP Smith	2013	Clinical Pharmacology & Therapeutics						["Drug Discovery","Systems Biology","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.418+00:00	2026-03-30T12:25:47.418+00:00
3564	A Neural Network Approach to Multi-biomarker Panel Discovery by High-throughput Plasma Proteomics Profiling of Breast Cancer	Fan Zhang, Jake Chen, Mu Wang, and Renee Drabier	2013	BMC Proceedings						["AI/ML","Bioinformatics","Systems Biology","Multi-omics","Precision Medicine","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.420+00:00	2026-03-30T12:25:47.420+00:00
3565	Semantic Web Meets Integrative Biology: A Survey	Huajun Chen*, Tong Yu*, and Jake Y. Chen*	2013	Briefings in Bioinformatics						["Bioinformatics","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.420+00:00	2026-03-30T12:25:47.420+00:00
3566	Predicting Adverse Drug Reaction Profiles by Integrating Protein Interaction Networks with Drug Structures	Liang-Chin Huang, Xiaogang Wu, and Jake Y. Chen*	2013	Proteomics						["Drug Discovery","Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.421+00:00	2026-03-30T12:25:47.421+00:00
3567	Breast Cancer Subtyping from Plasma Proteins	Fan Zhang and Jake Y. Chen*	2013	BMC Medical Genomics						["Bioinformatics","Multi-omics","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.421+00:00	2026-03-30T12:25:47.421+00:00
3568	C2Maps: A Network Pharmacology Database with Comprehensive Disease-Gene-Drug Connectivity Relationships	Hui Huang, Xiaogang Wu, Ragini Pandey, Jiao Li, Guoling Zhao, Sara Ibrahim, Jake Y. Chen*	2012	BMC Genomics						["Drug Discovery","Bioinformatics","Systems Biology","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.422+00:00	2026-03-30T12:25:47.422+00:00
3569	PAGED: A Pathway and Gene-set Enrichment Database to Enable Molecular Phenotype Discoveries	Hui Huang, Xiaogang Wu, Madhankumar Sonachalam, Sammed N. Mandape, Ragini Pandey, Karl F. MacDorman, Ping Wan*, Jake Y. Chen*	2012	BMC Bioinformatics						["Bioinformatics","Systems Biology","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.422+00:00	2026-03-30T12:25:47.422+00:00
3570	Genome-wide Meta-analysis of Genetic Susceptible Genes for Type-2 Diabetes	Paul Hale, Alfredo M. López-Yunez, Jake Y. Chen*	2012	BMC Systems Biology						["Bioinformatics","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.423+00:00	2026-03-30T12:25:47.423+00:00
3571	Network Expansion and Pathway Enrichment Analysis towards Biologically Significant Findings from Microarrays	Xiaogang Wu, Hui Huang, Tao Wei, Ragini Pandey, Christoph Reinhard, Shuyu D. Li*, and Jake Y. Chen*	2012	Journal of Integrative Bioinformatics						["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.423+00:00	2026-03-30T12:25:47.423+00:00
3572	Towards a Metadata Model for Mass-Spectrometry Based Clinical Proteomics	John Springer, Fan Zhang, Peter Hussey, Charles Buck, Fred Regnier, and Jake Y. Chen*	2012	Current Bioinformatics						["Bioinformatics","Multi-omics","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.424+00:00	2026-03-30T12:25:47.424+00:00
3573	Biological Knowledge and Data Mining: An Editorial	Mohammad Al Hasan, Jun Huan, Jake Chen, and Mohammed J. Zaki	2012	Scientific Programming						["Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.424+00:00	2026-03-30T12:25:47.424+00:00
3574	Predicting Adverse Side Effects of Drugs	Liang-Chin Huang, Xiaogang Wu, and Jake Y. Chen*	2011	BMC Genomics						["Drug Discovery","Bioinformatics","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.425+00:00	2026-03-30T12:25:47.425+00:00
3575	Reordering Based Integrative Expression Profiling for Microarray Classification	Xiaogang Wu, Hui Huang, Madhankumar Sonachalam, Sina Reinhard, Jeffrey Shen, Ragini Pandey, and Jake Y. Chen*	2011	BMC Bioinformatics						["Bioinformatics","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.425+00:00	2026-03-30T12:25:47.425+00:00
3576	An Integrated Proteomics Analysis of Bone Tissues in Response to Mechanical Stimulation	Jiliang Li, Fan Zhang, and Jake Y. Chen*	2011	BMC Systems Biology						["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.426+00:00	2026-03-30T12:25:47.426+00:00
3577	HOMER: A Human Organ-specific Molecular Electronic Repository	Fan Zhang and Jake Y. Chen*	2011	BMC Bioinformatics						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.427+00:00	2026-03-30T12:25:47.427+00:00
3578	New Threats to Health Data Privacy	Fengjun Li, Xukai Zou, Peng Liu, and Jake Y. Chen*	2011	BMC Bioinformatics						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.428+00:00	2026-03-30T12:25:47.428+00:00
3579	Systems-scale Analysis Reveals Pathways Involved in Cellular Response to Methamphetamine	Lijie Sun, Hong-Mei Li, Manfredo J. Seufferheld, Kent Walters, Venu Margam, Amber Jannasch, Naomi Diaz, Catherine P. Riley, Weilin Sun, Yueh-Feng Li, William M. Muir, Jun Xie, Jing Wu, Fan Zhang, Jake Y. Chen, Eric L. Barker, Jiri Adamec, & Barry R. Pittendrigh	2011	PLOS ONE						["Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.429+00:00	2026-03-30T12:25:47.429+00:00
3580	Computational Analysis of Drought-stress Associated miRNAs and miRNA Co-regulation Network in Physcomitrella Patens	Ping Wan, Jun Wu, Yuan Zhou, Junshu Xiao, Jie Feng, Weizhong Zhao, Shen Xiang, Guanglong Jiang, and Jake Y. Chen*	2011	Bioinformatics						["Bioinformatics","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.429+00:00	2026-03-30T12:25:47.429+00:00
3581	A new Approach to Construct Pathway Connected Networks and Its Application in Dose Responsive Gene Expression Profiles of Rat Liver Regulated by 2,4DNT	Sudhir Chowbina, Youping Deng, Junmei Ai, Xiaogang Wu, Xin Guan, Mitchell S. Wilbanks, Barbara Lynn Escalon, Sharon A. Meyer, Edward J. Perkins, and Jake Y. Chen*	2010	BMC Genomics						["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.430+00:00	2026-03-30T12:25:47.430+00:00
3582	Discovery of Pathway Biomarkers from Coupled Proteomics and Systems Biology Methods	Fan Zhang and Jake Y. Chen*	2010	BMC Genomics						["Bioinformatics","Systems Biology","Multi-omics","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.431+00:00	2026-03-30T12:25:47.431+00:00
3583	PEPPI: A Peptidomic Database of Human Protein Isoforms for Proteomics Experiments	Ao Zhou, Fan Zhang, and Jake Y. Chen*	2010	BMC Bioinformatics						["Bioinformatics","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.431+00:00	2026-03-30T12:25:47.431+00:00
3584	Unraveling Human Complexity and Disease with Systems Biology and Personalized Medicine	Steve Naylor and Jake Y. Chen*	2010	Personalized Medicine						["Systems Biology","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.432+00:00	2026-03-30T12:25:47.432+00:00
3585	Systems Biology Visualization Tools for Drug Target Discovery	Tianxiao Huan, Xiaogang Wu, and Jake Y. Chen*	2010	Expert Opinion on Drug Discovery						["Drug Discovery","Systems Biology","Visualization"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.432+00:00	2026-03-30T12:25:47.432+00:00
3586	Bowman-Birk Inhibitor Affects Pathways Associated with Energy Metabolism in Drosophila melanogaster	Hong-Mei Li, Lijie Sun, Omprakash Mittapalli, William M. Muir, Jun Xie, Jing Wu, Brandon J. Schemerhorn, Amber Jannasch, Jake Y. Chen, Fan Zhang, Jiri Adamec, Larry L. Murdock, and Barry R. Pittendrigh	2010	Insect Molecular Biology						["Drug Discovery","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.433+00:00	2026-03-30T12:25:47.433+00:00
3587	Data Mining in Bioinformatics: Selected Papers from BIOKDD 2008	Stefano Lonardi and Jake Y. Chen*	2010	IEEE/ACM Transactions on Computational Biology and Bioinformatics						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.433+00:00	2026-03-30T12:25:47.433+00:00
3588	A GMM-IG Framework for Selecting Genes as Expression Panel Biomarkers	Mingyi Wang and Jake Y. Chen*	2010	Artificial Intelligence in Medicine						["AI/ML","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.434+00:00	2026-03-30T12:25:47.434+00:00
3589	Discovering Novel Breast Cancer Drug Candidates from Biomedical Literature	Jiao Li, Xiaoyan Zhu, and Jake Y. Chen*	2010	International Journal of Data Mining and Bioinformatics						["Drug Discovery","Bioinformatics","Knowledge Networks","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.434+00:00	2026-03-30T12:25:47.434+00:00
3590	GeneTerrain: Visual Exploration of Differential Gene Expression Profiles Organized in Native Biomolecular Interaction Networks	Qian You, Shiaofen Fang, and Jake Y. Chen*	2010	Information Visualization						["Bioinformatics","Systems Biology","Visualization"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.435+00:00	2026-03-30T12:25:47.435+00:00
3591	Building Disease-specific Drug-Protein Connectivity Maps from Molecular Interaction Networks and PubMed Abstracts	Jiao Li, Xiaoyan Zhu, and Jake Y. Chen*	2009	PLoS Computational Biology						["Drug Discovery","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.435+00:00	2026-03-30T12:25:47.435+00:00
3592	HPD: An Online Integrated Human Pathway Database Enabling Systems Biology Studies	Sudhir R. Chowbina, Xiaogang Wu, Fan Zhang, Peter M. Li, Ragini Pandey, Harini N. Kasamsetty, and Jake Y. Chen*	2009	BMC Bioinformatics						["Bioinformatics","Systems Biology","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.436+00:00	2026-03-30T12:25:47.436+00:00
3593	HAPPI: an Online Database of Comprehensive Human Annotated and Predicted Protein Interactions	Jake Y. Chen*, SudhaRani Mamidipalli, and Tianxiao Huan	2009	BMC Genomics						["Bioinformatics","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.437+00:00	2026-03-30T12:25:47.437+00:00
3594	Finding Fractal Patterns in Molecular Interaction Networks: a Case Study in Alzheimer's Disease	Xiaogang Wu, Tianxiao Huan, Ragini Pandey, Tianshu Zhou, and Jake Y. Chen*	2009	International Journal of Computational Biology and Drug Design						["Drug Discovery","Systems Biology","Neurodegenerative Diseases"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.438+00:00	2026-03-30T12:25:47.438+00:00
3595	Semantic Graph Mining for Biomedical Network Analysis: an Overview	Huajun Chen, Li Ding, Zhaohui Wu, Tong Yu, Lavanya Dhanapalan, and Jake Y. Chen*	2009	Briefings in Bioinformatics						["Bioinformatics","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.438+00:00	2026-03-30T12:25:47.438+00:00
3596	Improved Biomedical Document Retrieval System with PubMed Term Statistics and Expansions	Huian Li and Jake Y. Chen*	2009	International Journal of Computational Intelligence in Bioinformatics and Systems Biology						["Bioinformatics","Systems Biology"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.439+00:00	2026-03-30T12:25:47.439+00:00
3597	Dissecting the Human Plasma Proteome and Inflammatory Response Biomarkers	Sudipto Saha, Scott H. Harrison, and Jake Y. Chen*	2009	Proteomics						["Bioinformatics","Multi-omics","Precision Medicine"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.439+00:00	2026-03-30T12:25:47.439+00:00
3598	BIOKDD 2008: A Workshop Report on Data Mining in Bioinformatics	Jake Y. Chen, Mohammed Zaki, and Stefano Lonardi	2008	SIGKDD Explorations						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.440+00:00	2026-03-30T12:25:47.440+00:00
3599	ProteoLens: a Visual Analytic Tool for Multi-scale Database-driven Biological Network Data Mining	Tianxiao Huan, Andrey Sivachenko, Scott H. Harrison, and Jake Y. Chen*	2008	BMC Bioinformatics						["Bioinformatics","Systems Biology","Knowledge Networks","Visualization"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.440+00:00	2026-03-30T12:25:47.440+00:00
3600	HIP2: An Online Database of Human Plasma Proteins from Healthy Individuals	Sudipto Saha, Scott H. Harrison, Changyu Shen, Haixu Tang, Predrag Radivojac, Randy J. Arnold, Xiang Zhang, and Jake Y. Chen*	2008	BMC Medical Genomics						["Bioinformatics","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.441+00:00	2026-03-30T12:25:47.441+00:00
3601	International Workshop on Data Mining in Bioinformatics (BIOKDD) 2007: Introduction	Stefano Lonardi and Jake Y. Chen*	2008	Journal of Bioinformatics and Computational Biology						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.443+00:00	2026-03-30T12:25:47.443+00:00
3602	Tumor Necrosis Factor-alpha and Interleukin-1 Induced Cellular Responses:  Coupling Proteomic and Genomic Information	Lee W. Ott, Katheryn A. Resing, Alecia W. Sizemore, Joshua W. Heyen, Ross R. Cocklin, Nathan M. Pedrick, H. Cary Woods, Jake Y. Chen, Mark G. Goebl, Frank A. Witzmann, and Maureen A. Harrington	2007	Journal of Proteome Research						["Bioinformatics","Multi-omics","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.443+00:00	2026-03-30T12:25:47.443+00:00
3603	A Case Study of Integrating Protein Interaction Data using Semantic Web Technology	Lavanya Dhanapalan and Jake Y. Chen*	2007	International Journal of Bioinformatics Research and Applications						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.444+00:00	2026-03-30T12:25:47.444+00:00
3604	A Systems Biology Approach to The Study of Cisplatin Drug Resistance In Ovarian Cancers	Jake Y. Chen*, Zhong Yan, Changyu Shen, Dawn P. G. Brown, and Mu Wang	2007	Journal of Bioinformatics and Computational Biology						["Drug Discovery","Bioinformatics","Systems Biology","Cancer"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.445+00:00	2026-03-30T12:25:47.445+00:00
3605	DisProt: The Database of Disordered Proteins	Megan Sickmeier, Justin Hamilton, Tanguy LeGall, Vladimir Vacic, Marc Cortese, Agnes Tantos, Beata Szabo, Peter Tompa, Jake Chen, Vladimir Uversky, Zoran Obradovic, A Keith Dunker	2007	Nucleic Acids Research						["Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.446+00:00	2026-03-30T12:25:47.446+00:00
3606	Ontologies for Bioinformatics I	Tharam S. Dillon, Elizabeth Chang, Amandeep S. Sidhu, and Jake Y. Chen*	2007	International Journal of Bioinformatics Research and Applications						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.446+00:00	2026-03-30T12:25:47.446+00:00
3607	Disorder and Sequence Repeats in Hub Proteins and Their Implications for Network Evolution	Zsuzsanna Dosztányi, Jake Y. Chen, A. Keith Dunker, István Simon, and Peter Tompa	2006	Journal of Proteome Research		10.1021/pr060171o				["Bioinformatics","Systems Biology","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.447+00:00	2026-03-30T12:25:47.447+00:00
3608	A Statistical Framework to Discover True Associations from Multi-protein Complex Pull-down Proteomics Data Sets	Changyu Shen, Lang Li, Jake Y. Chen*	2006	Proteins: Structure, Function, and Bioinformatics						["Bioinformatics","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.448+00:00	2026-03-30T12:25:47.448+00:00
3609	Data Mining in Protein Interactomics	Jake Y. Chen* and Andrey Y. Sivachenko	2005	IEEE Magazine in Biology and Medicine						["Bioinformatics","Knowledge Networks","Multi-omics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.449+00:00	2026-03-30T12:25:47.449+00:00
3610	Oracle Database 10g: A Platform for BLAST Search and Regular Expression Pattern Matching in Life Sciences	Susie Stephens, Jake Y. Chen, Marcel Davidson, Shiby Thomas, and Barry M. Trute	2005	Nucleic Acids Research						["Bioinformatics","Knowledge Networks"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.449+00:00	2026-03-30T12:25:47.449+00:00
3611	ODM BLAST: Sequence Homology Search in the RDBMS	Susie Stephens, Jake Y. Chen, and Shiby Thomas	2004	IEEE Data Engineering Bulletin						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.450+00:00	2026-03-30T12:25:47.450+00:00
3612	Book Review: Digital Code of Life—How Bioinformatics is Revolutionizing Science, Medicine, and Business	Jake Y. Chen*	2004	Briefings in Bioinformatics						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.451+00:00	2026-03-30T12:25:47.451+00:00
3613	Genomic Data Modeling	Jake Y. Chen* and John Carlis	2003	Information Systems						["Bioinformatics"]		Journal Article	0	VERIFIED		2026-03-30T12:25:47.451+00:00	2026-03-30T12:25:47.451+00:00
3614	Multi-target Parallel Drug Discovery with Multi-agent Orchestration	AI Agent, Fuad Al Abir, Sixue Zhang, and Jake Y. Chen	2025	Proceedings of the 2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2025)						["Drug Discovery","Bioinformatics"]		Conference	0	VERIFIED		2026-03-30T12:25:47.452+00:00	2026-03-30T12:25:47.452+00:00
3615	GeneTerrain Trajectory (GTT): A Novel Approach for Mapping the Dynamics and Regulators of Cell Fate Decisions	Ehsan Saghapour, Delower Hossain, Kevin Song and Jake Y. Chen*	2025	Proceedings of the 2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2025)						["Bioinformatics","Visualization"]		Conference	0	VERIFIED		2026-03-30T12:25:47.452+00:00	2026-03-30T12:25:47.452+00:00
3616	hERG-LTN: A New Paradigm for hERG Cardiotoxicity Prediction Using Neuro-Symbolic and Generative AI	Delower Hossain, Fuad Al Abir, and Jake Y. Chen*	2025	Proceedings of the 2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM 2025)						["Drug Discovery","AI/ML","Bioinformatics"]		Conference	0	VERIFIED		2026-03-30T12:25:47.453+00:00	2026-03-30T12:25:47.453+00:00
3617	Generating Novel Linker Sequences in Antibody-Drug Conjugates with Diffusion Models	April Cao and Jake Y. Chen*	2025	Proceedings of 23rd International Conference on Artificial Intelligence in Medicine (AIME 2025), Pavia, Italy						["Drug Discovery","AI/ML","Bioinformatics"]		Conference	0	VERIFIED		2026-03-30T12:25:47.453+00:00	2026-03-30T12:25:47.453+00:00
3618	Mondrian Abstraction and Language Model Embeddings for Differential Pathway Analysis	Fuad Al Abir and Jake Y. Chen*	2024	Proceedings of IEEE BIBM 2024, Lisbon, Portugal		10.1109/BIBM62325.2024.10822686				["AI/ML","Systems Biology","Visualization"]		Conference	0	VERIFIED		2026-03-30T12:25:47.454+00:00	2026-03-30T12:25:47.454+00:00
3619	Demo: Interactive Visualization of Semantic Relationships in a Biomedical Project’s Talent Knowledge Graph	Jiawei Xu, Zhandos Sembay, Swathi Thaker, Pamela Payne-Foster, Jake Chen, and Ying Ding	2024	Workshop on AI in HealthCare, Thirty-Eighth Annual Conference on Neural Information Processing Systems (NeurIPS) 2024, Vancouver, Canada				2501.06052		["AI/ML","Systems Biology","Knowledge Networks","Visualization"]		Conference	0	VERIFIED		2026-03-30T12:25:47.454+00:00	2026-03-30T12:25:47.454+00:00
3620	Decoding Patterns of Data Generation Teams for Clinical and Scientific Success Insights from the Bridge2AI Talent Knowledge Graph	Jiawei Xu, Qingnan Xie, Meijun Liu, Zhandos Sembay, Swathi Thaker, Pamela Payne-Foster, Jake Chen, and Ying Ding	2024	Proceedings of the ACM-IEEE Joint Conference on Digital Libraries (JCDL) 2024						["Systems Biology","Knowledge Networks","Precision Medicine"]		Conference	0	VERIFIED		2026-03-30T12:25:47.454+00:00	2026-03-30T12:25:47.454+00:00
3621	Accurate Identification of Human Emotional States from Images Using Deep Learning	Emmy Yang and Jake Y. Chen*	2023	2023 IEEE EMBS International Conference on Biomedical and Health Informatics (BHI), Pittsburgh, PA, USA		10.1109/BHI58575.2023.10313521				["AI/ML"]		Conference	0	VERIFIED		2026-03-30T12:25:47.455+00:00	2026-03-30T12:25:47.455+00:00
3622	Cross-Team Collaboration and Diversity in the Bridge2AI Project	Huimin Xu, Chitrank Gupta, Zhandos Sembay, Swathi Thaker, Pamela Payne-Foster, Jake Chen, and Ying Ding	2023	WWW '23 Companion: Companion Proceedings of the ACM Web Conference 2023, pp 790–794						["Bioinformatics"]		Conference	0	VERIFIED		2026-03-30T12:25:47.455+00:00	2026-03-30T12:25:47.455+00:00
3623	GraphWaGu: GPU Powered Large Scale Graph Layout Computation and Rendering for the Web	Landon Dyken, Pravin Poudel, Will Usher, Steve Petruzza, Jake Y. Chen, and Sidharth Kumar*	2022	Proceedings of Eurographics Symposium on Parallel Graphics and Visualization, pp						["Systems Biology","Visualization"]		Conference	0	VERIFIED		2026-03-30T12:25:47.456+00:00	2026-03-30T12:25:47.456+00:00
